Course Code,Course Name,Description,Prerequisites
CRWR 235.,  Kidd Workshop II Poetry.  4 Credits.,"Second in a yearlong sequence devoted to the studying and practicing poetry and fiction, with an emphasis on poetry. Projects include beginning to develop an individual line of inquiry as well as workshopping original poetry.Requisites:Prereq:CRWR 225with a grade of B- or better.",Prereq:CRWR 225with a grade of B- or better.
CRWR 240.,  Introduction to Fiction Writing.  4 Credits.,Introduction to forms and techniques of writing fiction.,
CRWR 244.,  Introduction to Literary Nonfiction.  4 Credits.,Introduction to techniques of writing creative nonfiction (the literary essay). Development of a critical appreciation of the art of writing.,
CRWR 245.,  Kidd Workshop II: Fiction.  4 Credits.,"Second class in a yearlong sequence devoted to studying and practicing poetry and fiction, with an emphasis on fiction. Projects include beginning to develop an individual line of inquiry as well as workshopping original fiction.Requisites:Prereq:CRWR 225with a grade of B- or better.",Prereq:CRWR 225with a grade of B- or better.
CRWR 330.,  Intermediate Poetry Writing.  4 Credits.,"Intermediate-level study of poetry writing. Repeatable twice for a maximum of 12 credits.Requisites:Prereq: one fromCRWR 230,CRWR 235with a grade of B– or better.Repeatable 2 times for a maximum of 12 credits","Prereq: one fromCRWR 230,CRWR 235with a grade of B– or better.Repeatable 2 times for a maximum of 12 credits"
CRWR 335.,  Kidd Workshop III: Poetry.  4 Credits.,"Third class in a yearlong sequence devoted to studying and practicing poetry and fiction, with a special emphasis on poetry. Projects include completing the individual line of inquiry, an original portfolio, and the Kidd Workshops student anthology.Requisites:Prereq:CRWR 235with a grade of B- or better.",Prereq:CRWR 235with a grade of B- or better.
CRWR 336.,  Intermediate Creative Nonfiction.  4 Credits.,Intermediate-level study of literary nonfiction writing.Requisites:Prereq:CRWR 225orCRWR 230orCRWR 240orCRWR 244with a grade of B– or better.,Prereq:CRWR 225orCRWR 230orCRWR 240orCRWR 244with a grade of B– or better.
CRWR 340.,  Intermediate Fiction Writing.  4 Credits.,"Intermediate-level study of fiction writing. Repeatable twice for a maximum of 12 credits.Requisites:Prereq: one fromCRWR 240,CRWR 244,CRWR 245with a grade of B– or better.Repeatable 2 times for a maximum of 12 credits","Prereq: one fromCRWR 240,CRWR 244,CRWR 245with a grade of B– or better.Repeatable 2 times for a maximum of 12 credits"
CRWR 345.,  Kidd Workshop III: Fiction.  4 Credits.,"Third class in a yearlong sequence devoted to studying and practicing poetry and fiction, with a special emphasis on fiction. Projects include completing the individual line of inquiry, an original portfolio, and the Kidd Workshops student anthology.Requisites:Prereq:CRWR 245with a grade of B- or better.",Prereq:CRWR 245with a grade of B- or better.
CRWR 399.,  Special Studies: [Topic].  1-5 Credits.,Repeatable up to six times.Repeatable 6 times,
CRWR 405.,  Writing and Conference: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
CRWR 407.,  Seminar: [Topic].  1-5 Credits.,Repeatable up to six times.Repeatable 6 times,
CRWR 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable up to six times.Repeatable 6 times,
CRWR 413.,  Literature for Poets.  4 Credits.,"Advanced discourse on issues and principles related to the craft of poetry. Repeatable twice for a maximum of 12 credits.Requisites:Prereq:  one fromCRWR 330,CRWR 335with a grade of B– or better.  Students majoring in English, journalism, or comparative literature may also enroll with instructor approval.Repeatable 2 times for a maximum of 12 credits","Prereq:  one fromCRWR 330,CRWR 335with a grade of B– or better.  Students majoring in English, journalism, or comparative literature may also enroll with instructor approval.Repeatable 2 times for a maximum of 12 credits"
CRWR 414.,  Literature for Fiction Writers.  4 Credits.,"Advanced discourse on issues and principles related to the craft of fiction. Repeatable twice for a maximum of 12 credits.Requisites:Prereq: One fromCRWR 336,CRWR 340,CRWR 345with a grade of B– or better. Students majoring in English, journalism, or comparative literature may also enroll with instructor approval.Repeatable 2 times for a maximum of 12 credits","Prereq: One fromCRWR 336,CRWR 340,CRWR 345with a grade of B– or better. Students majoring in English, journalism, or comparative literature may also enroll with instructor approval.Repeatable 2 times for a maximum of 12 credits"
CRWR 435.,  Advanced Poetry Writing.  4 Credits.,"Advanced workshop in the writing of poetry. Repeatable twice for a maximum of 12 credits.Requisites:Prereq: One fromCRWR 330,CRWR 335with a grade of B– or better.Repeatable 2 times for a maximum of 12 credits","Prereq: One fromCRWR 330,CRWR 335with a grade of B– or better.Repeatable 2 times for a maximum of 12 credits"
CRWR 445.,  Advanced Fiction Writing.  4 Credits.,"Advanced workshop in the writing of fiction. Repeatable twice for a maximum of 12 credits.Requisites:Prereq:  One fromCRWR 336,CRWR 340,CRWR 345with a grade of B– or better.Repeatable 2 times for a maximum of 12 credits","Prereq:  One fromCRWR 336,CRWR 340,CRWR 345with a grade of B– or better.Repeatable 2 times for a maximum of 12 credits"
CRWR 503.,  Thesis.  1-16 Credits.,Repeatable.Repeatable 99 times,
CRWR 507.,  Seminar: [Topic].  1-5 Credits.,Repeatable up to six times.Repeatable 6 times,
CRWR 601.,  Research: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CRWR 605.,  Writing and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CRWR 607.,  Seminar: [Topic].  1-5 Credits.,Selected seminars offered each year. Repeatable when topic changes.Repeatable 99 times,
CRWR 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
CRWR 609.,  Terminal Project.  1-16 Credits.,Repeatable.Repeatable 99 times,
CRWR 610.,  Experimental Course [Topic].  1-5 Credits.,Repeatable when topic changes.Repeatable 99 times,
CRWR 635.,  MFA Poetry Workshop.  6 Credits.,Concentration on student writing in a workshop setting. Open only to students admitted to creative writing master of fine arts program in poetry. Repeatable five times for a maximum of 36 credits.Repeatable 5 times for a maximum of 36 credits,
CRWR 645.,  MFA Fiction Workshop.  6 Credits.,Concentration on student writing in a workshop setting. Open only to students admitted to creative writing master of fine arts program in fiction. Repeatable five times for a maximum of 36 credits.Repeatable 5 times for a maximum of 36 credits,
DANC 170.,  Contemporary I.  1 Credit.,"DANC 170Contemporary I is the study of basic principles of dance movement in the contemporary idiom with an emphasis on the elements of space, time and energy. Repeatable eight times for a maximum of 9 credits.Repeatable 8 times for a maximum of 9 creditsAdditional Information:General Limitation applies: Activity Course",
DANC 172.,  Ballet I.  1 Credit.,Ballet I explores basic movement vocabulary in the ballet idiom. Repeatable eight times for a maximum of 9 credits.Repeatable 8 times for a maximum of 9 creditsAdditional Information:General Limitation applies: Activity Course,
DANC 175.,  Hip Hop I.  1 Credit.,"Hip hop I is a beginning level hip hop technique class incorporating guided warm-up exercises, choreographed sequences, improvisation, and performance. Repeatable eight times for a maximum of 9 credits.Repeatable 8 times for a maximum of 9 creditsAdditional Information:General Limitation applies: Activity Course",
DANC 185.,  African I.  1 Credit.,DANC 185is a beginning level studio course in dance vocabulary from the African diaspora. Repeatable eight times for a maximum of 9 credits.Repeatable 8 times for a maximum of 9 creditsAdditional Information:General Limitation applies: Activity Course,
DANC 199.,  Special Studies: [Topic].  1-5 Credits.,"Repeatable. Recent topics include Tango, Hip-Hop, Salsa, Drumming, and Swing.Repeatable 99 timesAdditional Information:General Limitation applies: Activity Course",
DANC 270.,  Contemporary II.  1 Credit.,"DANC 270Contemporary II is intermediate dance training designed to build upon previously developed technical skills and artistic expression, with a focus on contemporary aesthetics. Repeatable eight times for maximum of 9 credits.Requisites:Prereq:DANC 170.Repeatable 8 times for a maximum of 9 creditsAdditional Information:General Limitation applies: Activity Course",Prereq:DANC 170.Repeatable 8 times for a maximum of 9 creditsAdditional Information:General Limitation applies: Activity Course
DANC 272.,  Ballet II.  1 Credit.,Ballet II is an intermediate studio technique course in the ballet idiom.Requisites:Prereq:DANC 172.Repeatable 8 times for a maximum of 9 creditsAdditional Information:General Limitation applies: Activity Course,Prereq:DANC 172.Repeatable 8 times for a maximum of 9 creditsAdditional Information:General Limitation applies: Activity Course
DANC 275.,  Hip Hop II.  1 Credit.,"Hip hop II is an intermediate level hip hop technique class incorporating guided warm-up exercises, choreographed sequences, improvisation, and performance. Sequence withDANC 175.Requisites:Prereq:DANC 175or placement audition.Repeatable 8 times for a maximum of 9 creditsAdditional Information:General Limitation applies: Activity Course",Prereq:DANC 175or placement audition.Repeatable 8 times for a maximum of 9 creditsAdditional Information:General Limitation applies: Activity Course
DANC 285.,  African II.  1 Credit.,"African II offers students an intermediate level integration of African movement, traditions, culture, history, music, and storytelling. Repeatable.Requisites:Prereq:DANC 185.Repeatable 8 times for a maximum of 9 creditsAdditional Information:General Limitation applies: Activity Course",Prereq:DANC 185.Repeatable 8 times for a maximum of 9 creditsAdditional Information:General Limitation applies: Activity Course
